institutionCode;DayEventDate;MonthEventDate;YearEventData;Year_description;occurrenceID;Acronym;Catalogue number;GBIF tax ID;scientificName_accepted;scientificNameAuthorship;taxonID;taxonRank;kingdom;accordingTo_GBIF;scientificName;identificationRemarks;otherCatalogNumber;individualCount;typestatus;sex;locality;Country;geoReferenceRemarks;decimalLatitude;decimalLongitude;eventDate;Reference;Specifications;Other species;disposition;Phylum
Ugent;;;;1989;Ugent:UGMD:103555;UGMD;103555;115391621;Bathyepsilonema anulosum Verschelde & Vincx, 1992;Verschelde & Vincx, 1992;6484690;SPECIES;Animalia;;Bathyepsilonema anulosum Verschelde & Vincx, 1992 (Animalia);collection and data is currently is under review;ZIRUG3555;8;Holotype   ;1 male;East African Coast;Kenya;only georeferenced to country level;-0,023559;37,906193;;;;;in collection;Nematoda
Ugent;;;;1989;Ugent:UGMD:103556;UGMD;103556;115391621;Bathyepsilonema anulosum Verschelde & Vincx, 1992;Verschelde & Vincx, 1992;6484690;SPECIES;Animalia;;Bathyepsilonema anulosum Verschelde & Vincx, 1992 (Animalia);collection and data is currently is under review;ZIRUG3556;10;;;;Kenya;only georeferenced to country level;-0,023559;37,906193;;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103557;UGMD;103557;143109554;Nematoda;;5967481;PHYLUM;Animalia;;Nematoda (Animalia);collection and data is currently is under review;ZIRUG3557;;;;;;only georeferenced to country level;;;;;;;missing;
Ugent;;;;1988;Ugent:UGMD:103558;UGMD;103558;;;;;;;;Polkepsilonema mombosae;collection and data is currently is under review;ZIRUG3558;9;;;;;only georeferenced to country level;;;;;;Pternepsilonema servezae (?);in collection;Nematoda
Ugent;;;;1988;Ugent:UGMD:103559;UGMD;103559;;;;;;;;Polkepsilonema mombosae;collection and data is currently is under review;ZIRUG3559;2;;;;Kenya;only georeferenced to country level;-0,023559;37,906193;;;;Pterneps. ser. 1/-/-;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103560;UGMD;103560;;;;;;;;Basiria sp;collection and data is currently is under review;ZIRUG3560;4;;;;;only georeferenced to country level;;;;;;;in collection;Nematoda
Ugent;27;7;1975;1975;Ugent:UGMD:103561;UGMD;103561;136617572;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991;Swart, de Waele & Heyns, 1991;7033182;SPECIES;Animalia;Hallan, 2000-;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3561;1;Holotype   ;1 female;;Kenya;only georeferenced to country level;-0,023559;37,906193;1975-07-27; Swart, A. & Heyns, J. (1991). A review of the genus Euteratocephalus Andrássy, 1958, with a description of E. punctatus n. sp. Revue de Nématologie. 14 (4): 551-563.;D de Waele;;in collection;Nematoda
Ugent;5;8;1975;1975;Ugent:UGMD:103562;UGMD;103562;136617572;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991;Swart, de Waele & Heyns, 1991;7033182;SPECIES;Animalia;Hallan, 2000-;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3562;10;  Paratype ;1 female;;;only georeferenced to country level;;;1975-08-05;;D de Waele;9 rest?;in collection;Nematoda
Ugent;27;7;1975;1975;Ugent:UGMD:103563;UGMD;103563;136617572;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991;Swart, de Waele & Heyns, 1991;7033182;SPECIES;Animalia;Hallan, 2000-;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3563;7;  Paratype ;1 female;;;only georeferenced to country level;;;1975-07-27;;D de Waele;;in collection;Nematoda
Ugent;27;7;1975;1975;Ugent:UGMD:103564;UGMD;103564;136617572;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991;Swart, de Waele & Heyns, 1991;7033182;SPECIES;Animalia;Hallan, 2000-;Euteratocephalus punctatus Swart, de Waele & Heyns, 1991 (Animalia);collection and data is currently is under review;ZIRUG3564;10;  Paratype ;1 female;;;only georeferenced to country level;;;1975-07-27;;D de Waele;;in collection;Nematoda
Ugent;30;7;1986;1986;Ugent:UGMD:103565;UGMD;103565;143109954;Acrobeles;;2283761;GENUS;Animalia;;Acrobeles (Animalia);collection and data is currently is under review;ZIRUG3565;3;;;;;only georeferenced to country level;;;1986-07-30;;"A. Coomans en J. Heyns; SWAYS Gobabeb-op duine (?)";Chiloplacus longiutenis 1/1/-;in collection;Nematoda
Ugent;30;7;1986;1986;Ugent:UGMD:103566;UGMD;103566;143109787;Tylencholaimus;;2282663;GENUS;Animalia;;Tylencholaimus (Animalia);collection and data is currently is under review;ZIRUG3566;6;;;;;only georeferenced to country level;;;1986-07-30;;"Acrobeles seelyae -/1/- paratype niet teruggevonden; SWA 50 Gobabelo-Oos van Homeb. A.Coomans en J.Heyns";Zeldia 1/-/-, Chephalobino. 1/-/-;in collection;Nematoda
Ugent;1;6;1986;1986;Ugent:UGMD:103567;UGMD;103567;;;;;;;;Seleborca welwitchia;collection and data is currently is under review;ZIRUG3567;5;  Paratype ;;;;only georeferenced to country level;;;1986-06-01;;Globabeb-random;;in collection;Nematoda
Ugent;1;6;1986;1986;Ugent:UGMD:103568;UGMD;103568;;;;;;;;Seleborca welwitchia;collection and data is currently is under review;ZIRUG3568;6;;;;;only georeferenced to country level;;;1986-06-01;;Globabeb-random welwitchia mirabilis;Chiloplacus -/1/-, Acrobeles -/-/1, 2 rest?;in collection;Nematoda
Ugent;21;7;1983;1983;Ugent:UGMD:103569;UGMD;103569;;;;;;;;Seleborca;collection and data is currently is under review;ZIRUG3569;3;  Paratype ;1 male, 1 female;;;only georeferenced to country level;;;1983-07-21;;Etosha w.t. Fisherpan J.Heyns;Acrobeles 1/-/-;in collection;Nematoda
Ugent;22;7;1983;1983;Ugent:UGMD:103570;UGMD;103570;136510645;Chiloplacus tenuis Rashid & Heyns, 1990;Rashid & Heyns, 1990;4557859;SPECIES;Animalia;Hallan, 2000-;Chiloplacus tenuis Rashid & Heyns, 1990 (Animalia);collection and data is currently is under review;ZIRUG3570;5;;;Etostia wildtuin ;;only georeferenced to country level;;;1983-07-22;;J. Heyns;Rhabditidae 1/-/-;in collection;Nematoda
Ugent;23;7;1983;unknown;Ugent:UGMD:103571;UGMD;103571;136510645;Chiloplacus tenuis Rashid & Heyns, 1990;Rashid & Heyns, 1990;4557859;SPECIES;Animalia;Hallan, 2000-;Chiloplacus tenuis Rashid & Heyns, 1990 (Animalia);collection and data is currently is under review;ZIRUG3571;3;  Paratype ;1 male, 1 female;;;only georeferenced to country level;;;1983-07-23;;swa 31, Rau 1698;Macrolaimellus longicaudatus -/1/-;in collection;Nematoda
Ugent;22;7;1983;unknown;Ugent:UGMD:103572;UGMD;103572;106368849;Seleborca complexa;J. Heyns;;SPECIES;Metazoa;;Seleborca complexa (Metazoa);collection and data is currently is under review;ZIRUG3572;5;;;;;only georeferenced to country level;;;1983-07-22;;swa 30, Rau 1489;Chiloplacus subtenuis paratype 1/-/-;in collection;Nematoda
Ugent;22;7;1983;unknown;Ugent:UGMD:103573;UGMD;103573;136428926;Chiloplacus subtenuis Rashid & Heyns, 1990;Rashid & Heyns, 1990;7024819;SPECIES;Animalia;Hallan, 2000-;Chiloplacus subtenuis Rashid & Heyns, 1990 (Animalia);collection and data is currently is under review;ZIRUG3573;4;  Paratype ;1 male, 1 juvenile;;;only georeferenced to country level;;;1983-07-22;;swa 30, Rau 1484, nog 1 extra te determineren;Tylenchorhynchus 1/-/-, nog 1 extra te determineren;in collection;Nematoda
Ugent;22;7;1983;unknown;Ugent:UGMD:103574;UGMD;103574;106368849;Seleborca complexa;J. Heyns;;SPECIES;Metazoa;;Seleborca complexa (Metazoa);collection and data is currently is under review;ZIRUG3574;4;;;;;only georeferenced to country level;;;1983-07-22;;swa 30, Rau 1480;Dorylaimida -/-/1, Rhabditidae 1/-/-, Chiloplacus subtenuis 1/-/- paratype;in collection;Nematoda
Ugent;30;7;1986;unknown;Ugent:UGMD:103575;UGMD;103575;143109965;Panagrolaimus;A. Coomans & J. Heyns;4632342;GENUS;Animalia;;Panagrolaimus (Animalia);collection and data is currently is under review;ZIRUG3575;5;;;;;only georeferenced to country level;;;1986-07-30;;swa 30, Rau 4391;Chiloplacus longuitenis 1/3/- paratypes;in collection;Nematoda
Ugent;30;7;1986;unknown;Ugent:UGMD:103576;UGMD;103576;;;A. Coomans & J. Heyns;;;;;Chiloplacus longituinis;collection and data is currently is under review;ZIRUG3576;6;  Paratype ;  4 female, 1 male  ;;;only georeferenced to country level;;;1986-07-30;;swa 45, Rau 4401;Ditylenchus 1/-/-;in collection;Nematoda
Ugent;30;6;1986;unknown;Ugent:UGMD:103577;UGMD;103577;106368849;Seleborca complexa;A. Coomans & J. Heyns;;SPECIES;Metazoa;;Seleborca complexa (Metazoa);collection and data is currently is under review;ZIRUG3577;5;;;;;only georeferenced to country level;;;1986-06-30;;swa 50, rau 4585;Namibinema scaphainhra -/2/1 paratypes;in collection;Nematoda
Ugent;3;5;1991;unknown;Ugent:UGMD:103578;UGMD;103578;;;;;;;;Geocenamus adakensis;collection and data is currently is under review;ZIRUG3578;4;;;Baldcypress, pugwi-myon ;;only georeferenced to country level;;;1991-05-03;;Fi 365;;in collection;Nematoda
Ugent;1;11;1986;unknown;Ugent:UGMD:103579;UGMD;103579;136620858;Geocenamus myungsugae Choi & Geraert, 1994;Choi & Geraert, 1994;7023607;SPECIES;Animalia;Hallan, 2000-;Geocenamus myungsugae Choi & Geraert, 1994 [=> Scutylenchus myungsugae (Choi & Geraert, 1994)] (Animalia);collection and data is currently is under review;ZIRUG3579;5;;;Weeping willow, Janggini Kongija ;;only georeferenced to country level;;;1986-11-01;;F 86-80;;in collection;Nematoda
Ugent;1;11;1986;unknown;Ugent:UGMD:103580;UGMD;103580;136620858;Geocenamus myungsugae Choi & Geraert, 1994;Choi & Geraert, 1994;7023607;SPECIES;Animalia;Hallan, 2000-;Geocenamus myungsugae Choi & Geraert, 1994 [=> Scutylenchus myungsugae (Choi & Geraert, 1994)] (Animalia);collection and data is currently is under review;ZIRUG3580;2;;;Weeping willow, Janggini Kongija ;;only georeferenced to country level;;;1986-11-01;;F 86-80;;in collection;Nematoda
Ugent;3;8;1981;unknown;Ugent:UGMD:103581;UGMD;103581;136513621;Geocenamus boghiae Choi & Geraert, 1993;Choi & Geraert, 1993;7023617;SPECIES;Animalia;Hallan, 2000-;Geocenamus boghiae Choi & Geraert, 1993 [=> Scutylenchus boghiae (Choi & Geraert, 1993)] (Animalia);collection and data is currently is under review;ZIRUG3581;3;  Paratype ;2 females, 1 male;;;only georeferenced to country level;;;1981-08-03;;Fi 353;;in collection;Nematoda
Ugent;3;8;1981;unknown;Ugent:UGMD:103582;UGMD;103582;136513621;Geocenamus boghiae Choi & Geraert, 1993;Choi & Geraert, 1993;7023617;SPECIES;Animalia;Hallan, 2000-;Geocenamus boghiae Choi & Geraert, 1993 [=> Scutylenchus boghiae (Choi & Geraert, 1993)] (Animalia);collection and data is currently is under review;ZIRUG3582;3;Holotype   ;1 female;;Korea;only georeferenced to country level;37,6639976;127,9784585;1981-08-03;Geocenamus boghiae Choi, Y. E., & E. Geraert. 1993. Nematologica 39:431-449. T-4309p (Para. 3FEMALE);Fi 353;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103583;UGMD;103583;135785239;Epsilonema espeeli Verschelde & Vincx, 1994;Verschelde & Vincx, 1994;5722270;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Epsilonema espeeli Verschelde & Vincx, 1994 (Animalia);collection and data is currently is under review;ZIRUG3583;6;Holotype   ;1 female;East African Coast;Kenya;only georeferenced to country level;-0,023559;37,906193;1989-06-15;"Verschelde, D.; Vincx, M. (1994). Epsilonematidae (Nematoda: Desmodoroidea) from the East African coast, with a discussion on the external morphology of cuticular appendages. Nematologica. 40: 78-105.";st 6 I, 13;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103584;UGMD;103584;135785239;Epsilonema espeeli Verschelde & Vincx, 1994;Verschelde & Vincx, 1994;5722270;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Epsilonema espeeli Verschelde & Vincx, 1994 (Animalia);collection and data is currently is under review;ZIRUG3584;9; Allotype  ;9 females;;;only georeferenced to country level;;;1989-06-15;;st 6, 3;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103585;UGMD;103585;;;D. Verschelde;;;;;Metepsilonema invenisspinosum;collection and data is currently is under review;ZIRUG3585;11;Holotype   ;1 female;East African Coast;Kenya;only georeferenced to country level;-0,023559;37,906193;1989-06-15;Epsilonematidae (Nematoda: Desmodoroidea) from the East African coasts, with a discussion on the external morphology of cuticular appendages;st 5, 2;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103586;UGMD;103586;;;D. Verschelde;;;;;Metepsilonema invenisspinosum;collection and data is currently is under review;ZIRUG3586;14; Allotype  ;14 females;;;only georeferenced to country level;;;1989-06-15;;st 5, 3;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103587;UGMD;103587;;;D. Verschelde;;;;;Metepsilonema invenisspinosum;collection and data is currently is under review;ZIRUG3587;8;;;;;only georeferenced to country level;;;1989-06-15;;st 5, 5;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103588;UGMD;103588;135781301;Perepsilonema ritae Verschelde & Vincx, 1994;Verschelde & Vincx, 1994;4348013;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Perepsilonema ritae Verschelde & Vincx, 1994 (Animalia);collection and data is currently is under review;ZIRUG3588;7;Holotype   ;1 female;;Kenya;only georeferenced to country level;-0,023559;37,906193;1989-06-15;;st 8, 4;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103589;UGMD;103589;135781301;Perepsilonema ritae Verschelde & Vincx, 1994;Verschelde & Vincx, 1994;4348013;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Perepsilonema ritae Verschelde & Vincx, 1994 (Animalia);collection and data is currently is under review;ZIRUG3589;9; Allotype  ;9 females;;;only georeferenced to country level;;;1989-06-15;;st 8, 3;;in collection;Nematoda
Ugent;;;;1993;Ugent:UGMD:103590;UGMD;103590;136406849;Dracognomus annae Verschelde & Vincx, 1993;Verschelde & Vincx, 1993;4348116;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Dracognomus annae Verschelde & Vincx, 1993 (Animalia);collection and data is currently is under review;ZIRUG3590;5;Holotype | Allotype  ;1 male;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op preparaat map staat Verschelde 11/8/1992;;missing;Nematoda
Ugent;;;;1993;Ugent:UGMD:103591;UGMD;103591;135761694;Dracognomus dermatoglyphus Verschelde & Vincx, 1993;Verschelde & Vincx, 1993;4348111;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Dracognomus dermatoglyphus Verschelde & Vincx, 1993 (Animalia);collection and data is currently is under review;ZIRUG3591;5;Holotype | Allotype  ;1 male;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op preparaat map staat Verschelde 8/11/92;Dracograllus annae Verschelde & Vincx, 1993 (paratype female);in collection;Nematoda
Ugent;15;6;1989;1993;Ugent:UGMD:103592;UGMD;103592;136423705;Dracograllus gilbertae Verschelde & Vincx, 1993;Verschelde & Vincx, 1993;6484703;SPECIES;Animalia;"Hallan, 2000-; WoRMS (Mar 2013)";Dracograllus gilbertae Verschelde & Vincx, 1993 (Animalia);collection and data is currently is under review;ZIRUG3592;6;Holotype | Allotype  ;6 females;;;only georeferenced to country level;;;1989-06-15;;st 6, 1;;in collection;Nematoda
Ugent;15;6;1989;unknown;Ugent:UGMD:103593;UGMD;103593;;;;;;;;Dracograllus;collection and data is currently is under review;ZIRUG3593;12;;;Kenya ;Kenya;only georeferenced to country level;-0,023559;37,906193;1989-06-15;;st 28, 1;;in collection;Nematoda
Ugent;19;8;1990;unknown;Ugent:UGMD:103594;UGMD;103594;;;;;;;;Ditylenchus citri;collection and data is currently is under review;ZIRUG3594;8;;;Rehmannia chungnam ;South Korea;only georeferenced to country level;;;1990-08-19;;40;;in collection;Nematoda
Ugent;19;8;1990;unknown;Ugent:UGMD:103595;UGMD;103595;136511808;Ditylenchus acuminatus Fortuner & Maggenti, 1987;Fortuner & Maggenti, 1987;7024356;SPECIES;Animalia;Hallan, 2000-;Ditylenchus acuminatus Fortuner & Maggenti, 1987 [=> Safianema acutum Khan & Nanjappa, 1972] (Animalia);collection and data is currently is under review;ZIRUG3595;4;;;Liriope muscari, Daebongri ;Korea;only georeferenced to country level;;;1990-08-19;;;;in collection;Nematoda
Ugent;19;8;1990;unknown;Ugent:UGMD:103596;UGMD;103596;136511808;Ditylenchus acuminatus Fortuner & Maggenti, 1987;Fortuner & Maggenti, 1987;7024356;SPECIES;Animalia;Hallan, 2000-;Ditylenchus acuminatus Fortuner & Maggenti, 1987 [=> Safianema acutum Khan & Nanjappa, 1972] (Animalia);collection and data is currently is under review;ZIRUG3596;7;;;Liriope muscari, Daebongri ;Korea;only georeferenced to country level;;;1990-08-19;;;;in collection;Nematoda
Ugent;22;4;1975;unknown;Ugent:UGMD:103597;UGMD;103597;135791771;Ptycholaimellus vincxae Jensen & Nehring, 1992;Jensen & Nehring, 1992;4347466;SPECIES;Animalia;"Aphia2006/ERMS; WoRMS (Mar 2013)";Ptycholaimellus vincxae Jensen & Nehring, 1992 (Animalia);collection and data is currently is under review;ZIRUG3597;1;Holotype   ;1 male;Southern Bight;Belgium;only georeferenced to country level;50,503887;4,469936;1975-04-22;"Jensen, P.; Nehring, S. (1992). Review of Ptycholaumellus Cobb (Nematoda, Chromadoridae), with descriptions of three species. Zoologica Scripta. 21(3): 239-245.";RUG No. 10260, N 14, sp.n.;;in collection;Nematoda
Ugent;11;7;1972;unknown;Ugent:UGMD:103598;UGMD;103598;135791771;Ptycholaimellus vincxae Jensen & Nehring, 1992;Jensen & Nehring, 1992;4347466;SPECIES;Animalia;"Aphia2006/ERMS; WoRMS (Mar 2013)";Ptycholaimellus vincxae Jensen & Nehring, 1992 (Animalia);collection and data is currently is under review;ZIRUG3598;7;  Paratype ;1 female;;;only georeferenced to country level;;;1972-07-11;;RUG No. 10261, M09, 9, sp.n., nog 6 extra te determineren;6 nog te determineren;in collection;Nematoda
Ugent;15;6;1991;unknown;Ugent:UGMD:103599;UGMD;103599;;;Vovlas et.al.;;;;;Actinotylenchus cephalostriatus;collection and data is currently is under review;ZIRUG3599;2;;;;;only georeferenced to country level;;;1991-06-15;;desc 1991 Vovlas et.al., systemathiek twijfelachtig is nergens terug te vinden;;in collection;Nematoda
Ugent;15;6;1991;unknown;Ugent:UGMD:103600;UGMD;103600;;;Vovlas et.al.;;;;;Actinotylenchus cephalostriatus;collection and data is currently is under review;ZIRUG3600;3;;;;;only georeferenced to country level;;;1991-06-15;;desc 1991 Vovlas et.al., systemathiek twijfelachtig nergens terug te vinden;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103601;UGMD;103601;109624351;Ceramonema Cobb, 1920;Cobb, 1920;2281286;GENUS;Animalia;;Ceramonema Cobb, 1920 (Animalia);collection and data is currently is under review;ZIRUG3601;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er mannetjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103602;UGMD;103602;109624351;Ceramonema Cobb, 1920;Cobb, 1920;2281286;GENUS;Animalia;;Ceramonema Cobb, 1920 (Animalia);collection and data is currently is under review;ZIRUG3602;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er vrouwtjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103603;UGMD;103603;136594342;Ceramonema africanum Furstenberg & Vincx, 1993;Furstenberg & Vincx, 1993;7020405;SPECIES;Animalia;Hallan, 2000-;Ceramonema africanum Furstenberg & Vincx, 1993 (Animalia);collection and data is currently is under review;ZIRUG3603;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er mannetjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103604;UGMD;103604;136594342;Ceramonema africanum Furstenberg & Vincx, 1993;Furstenberg & Vincx, 1993;7020405;SPECIES;Animalia;Hallan, 2000-;Ceramonema africanum Furstenberg & Vincx, 1993 (Animalia);collection and data is currently is under review;ZIRUG3604;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er vrouwtjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103605;UGMD;103605;109624351;Ceramonema Cobb, 1920;Cobb, 1920;2281286;GENUS;Animalia;;Ceramonema Cobb, 1920 (Animalia);collection and data is currently is under review;ZIRUG3605;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er mannetjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103606;UGMD;103606;;;;;;;;Ceramonema tenuis;collection and data is currently is under review;ZIRUG3606;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er vrouwtjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103607;UGMD;103607;;;;;;;;Pterygonema papenkurbi?;collection and data is currently is under review;ZIRUG3607;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat dat er mannetjes in het preparaat zitten;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103608;UGMD;103608;135781737;Microlaimus africanensis Furstenberg & Vincx, 1992;Furstenberg & Vincx, 1992;4347926;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Microlaimus africanensis Furstenberg & Vincx, 1992 (Animalia);collection and data is currently is under review;ZIRUG3608;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103609;UGMD;103609;135791901;Molgolaimus typicus Furstenberg & Vincx, 1992;Furstenberg & Vincx, 1992;4348289;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Molgolaimus typicus Furstenberg & Vincx, 1992 (Animalia);collection and data is currently is under review;ZIRUG3609;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt;;missing;Nematoda
Ugent;15;9;1989;1992;Ugent:UGMD:103610;UGMD;103610;;;Doucet;;;;;Aphelenchus cocuccii;collection and data is currently is under review;ZIRUG3610;5;  Paratype ;5 females;;Argentina;only georeferenced to country level;-38,416097;-63,616672;1989-09-15;;;;in collection;Nematoda
Ugent;15;9;1989;1992;Ugent:UGMD:103611;UGMD;103611;;;Doucet;;;;;Aphelenchus cocuccii;collection and data is currently is under review;ZIRUG3611;5;  Paratype ;5 juveniles ;;Argentina;only georeferenced to country level;-38,416097;-63,616672;1989-09-15;;;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103612;UGMD;103612;;;;;;;;Ogma coronata;collection and data is currently is under review;ZIRUG3612;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat Frieda naar Van den Bergh 13/3/92;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103613;UGMD;103613;;;;;;;;Ogma coronata;collection and data is currently is under review;ZIRUG3613;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat Frieda naar Van den Bergh 13/3/92;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103614;UGMD;103614;;;;;;;;Ogma coronata;collection and data is currently is under review;ZIRUG3614;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat Frieda naar Van den Bergh 13/3/92;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103615;UGMD;103615;;;;;;;;Ogma coronata;collection and data is currently is under review;ZIRUG3615;;;;;;only georeferenced to country level;;;;;Het preparaat ontbreekt, op map staat Frieda naar Van den Bergh 13/3/92;;missing;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103616;UGMD;103616;136429277;Ogma triconodon Schuurmans Stekhoven & Teunissen, 1938;Schuurmans Stekhoven & Teunissen, 1938;7022436;SPECIES;Animalia;Hallan, 2000-;Ogma triconodon Schuurmans Stekhoven & Teunissen, 1938 (Animalia);collection and data is currently is under review;ZIRUG3616;1;;;Albert Park ;Kongo;only georeferenced to country level;-0,228021;15,827659;;;1440, n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103617;UGMD;103617;;;De Coninck;;;;;Ogma lentiformis;collection and data is currently is under review;ZIRUG3617;1;;;Albert Park ;Kongo;only georeferenced to country level;-0,228021;15,827659;;;1122, n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103618;UGMD;103618;;;De Coninck;;;;;Ogma lentiformis;collection and data is currently is under review;ZIRUG3618;2;;;Albert Park ;Kongo;only georeferenced to country level;-0,228021;15,827659;;;497, n.sp.;;in collection;Nematoda
Ugent;15;6;1989;;Ugent:UGMD:103619;UGMD;103619;135785239;Epsilonema espeeli Verschelde & Vincx, 1994;Verschelde & Vincx, 1994;5722270;SPECIES;Animalia;"Aphia2006/NeMys-marine; WoRMS (Mar 2013)";Epsilonema espeeli Verschelde & Vincx, 1994 (Animalia);collection and data is currently is under review;ZIRUG3619;4;;;;Kenya;only georeferenced to country level;-0,023559;37,906193;1989-06-15;;6-10;;in collection;Nematoda
Ugent;11;7;1991;unknown;Ugent:UGMD:103620;UGMD;103620;;;A. Swart;;;;;Macrolaimus richtersi;collection and data is currently is under review;ZIRUG3620;5;  Paratype ;3 females;;;only georeferenced to country level;;;1991-07-11;;kp 140, Rau 7175;Cephalobidae 2/-/-;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103621;UGMD;103621;;;;;;;;Aphanolaimus dymarae;collection and data is currently is under review;ZIRUG3621;1;Holotype   ;1 female;;Bolivië;only georeferenced to country level;;;;;125-3,n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103622;UGMD;103622;;;;;;;;Aphanolaimus dymarae;collection and data is currently is under review;ZIRUG3622;2;;;brooklet Hichu Kkota drainage bassui ;Bolivië;only georeferenced to country level;;;;;Bol 39 bis, n.sp.;Tobolus -/1/-;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103623;UGMD;103623;;;;;;;;Aphanolaimus dymarae;collection and data is currently is under review;ZIRUG3623;2;;;Benthic smale lake between Kkara Kkota and Kkotia ;Bolivië;only georeferenced to country level;;;;;272-9, n.sp.;Plectus 1/-/-;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103624;UGMD;103624;;;;;;;;Aphanolaimus dymarae;collection and data is currently is under review;ZIRUG3624;1;;;roadside brooklet between LaPaz-Lagunes Tuni ;Bolivië;only georeferenced to country level;;;;;Bol 16, n.sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103625;UGMD;103625;;;;;;;;Aphanolaimus dymarae;collection and data is currently is under review;ZIRUG3625;2;;;Benthic smale lake between Kkara Kkota and Kkotia ;Bolivië;only georeferenced to country level;;;;;266-3, n. sp.;;in collection;Nematoda
Ugent;;;;unknown;Ugent:UGMD:103626;UGMD;103626;;;;;;;;Aphanolaimus boliviensi;collection and data is currently is under review;ZIRUG3626;3;Holotype Paratype ;2 females;;Bolivië;only georeferenced to country level;;;;;Bol 39, n. sp.;;in collection;Nematoda
